video_title,channel_id,published_at,description,vertical,ranking
RENDERE le STRUTTURE INVISIBILI con IL COMMAND BLOCK su MINECRAFT PS4 BEDROCK! Comandi Speciali PS4,UCE2AMNC7H3shyUzPVwWZVLw,2019-12-20 13:30:02.000,"OGGI VI SPIEGO COME CREARE LE VOSTRE CASE INVISIBILI con il COMMAND BLOCK su MINECRAFT PS4 BEDROCK ITA! Comandi command block minecraft ps4
●▬▬▬▬▬▬▬▬▬▬▬ ●LEGGIIIIII● ▬▬▬▬▬▬▬▬▬▬▬­­●

INSTAGRAM👉 https://www.instagram.com/christian_pignataro_/ 

ABBONATI👉 https://www.youtube.com/channel/UCE2AMNC7H3shyUzPVwWZVLw/join

👕 MAGLIE!!► https://www.teezily.com/stores/christian177

✉️RichiesteCommerciali► EMAIL NELLE INFO

-CANALE TELEGRAM!: https://telegram.me/Christian177YT

-INSTAGRAM: https://www.instagram.com/christian_pignataro_/

-TWITTER: https://twitter.com/Christian177HD

►ISCRIVITI: https://www.youtube.com/user/Christian177HD

►MAGLIA CHRISTIAN177: https://www.teezily.com/ovbpbc0

► COME MODDARE MINECRAFT PS3 PS4: https://www.youtube.com/watch?v=tX5wO5bUE0g

▼Programmazione Video▼

OGNI GIORNO NUOVO VIDEO 

▼REGISTRO CON▼
● Logitech Brio4k: https://www.logitech.com/it-it/product/brio
● Elgato HD60 pro: https://www.amazon.it/streaming-registra-condividi-tecnologia-decodifica/dp/B015E3OT54/ref=sr_1_1?ie=UTF8&qid=1531876291&sr=8-1&keywords=elgato+hd+60+pro",Gaming,2
AGGIORNAMENTO USCITO ADESSO su MINECRAFT PS4 BEDROCK! Tutti problemi Accesso RISOLTI Minecraft PS4,UCE2AMNC7H3shyUzPVwWZVLw,2019-12-19 20:30:00.000,"Hanno appena rilasciato un aggiornamento minecraft ps4 bedrock edition
●▬▬▬▬▬▬▬▬▬▬▬ ●LEGGIIIIII● ▬▬▬▬▬▬▬▬▬▬▬­­●

INSTAGRAM👉 https://www.instagram.com/christian_pignataro_/ 

ABBONATI👉 https://www.youtube.com/channel/UCE2AMNC7H3shyUzPVwWZVLw/join

👕 MAGLIE!!► https://www.teezily.com/stores/christian177

✉️RichiesteCommerciali► EMAIL NELLE INFO

-CANALE TELEGRAM!: https://telegram.me/Christian177YT

-INSTAGRAM: https://www.instagram.com/christian_pignataro_/

-TWITTER: https://twitter.com/Christian177HD

►ISCRIVITI: https://www.youtube.com/user/Christian177HD

►MAGLIA CHRISTIAN177: https://www.teezily.com/ovbpbc0

► COME MODDARE MINECRAFT PS3 PS4: https://www.youtube.com/watch?v=tX5wO5bUE0g

▼Programmazione Video▼

OGNI GIORNO NUOVO VIDEO 

▼REGISTRO CON▼
● Logitech Brio4k: https://www.logitech.com/it-it/product/brio
● Elgato HD60 pro: https://www.amazon.it/streaming-registra-condividi-tecnologia-decodifica/dp/B015E3OT54/ref=sr_1_1?ie=UTF8&qid=1531876291&sr=8-1&keywords=elgato+hd+60+pro",Gaming,3
COME METTERE LE MODS su MINECRAFT PS4 BEDROCK EDITION! Installare MOD / ADDONS Minecraft PS4 BEDROCK,UCE2AMNC7H3shyUzPVwWZVLw,2019-12-19 14:00:02.000,"ECCO COME SCARICARE e INSTALLARE LE MODS e ADDONS su MINECRAFT PS4 BEDROCK ITA! mod minecraft ps4 addons minecraft ps4.

MODS / ADDONS Download: https://mcpedl.com/category/mods/addons/

INSTAGRAM maglia 👉 https://www.instagram.com/christian_pignataro_/ 

ABBONATI👉 https://www.youtube.com/channel/UCE2AMNC7H3shyUzPVwWZVLw/join

👕 MAGLIE!!► https://www.teezily.com/stores/christian177

✉️RichiesteCommerciali► EMAIL NELLE INFO

-CANALE TELEGRAM!: https://telegram.me/Christian177YT

-INSTAGRAM: https://www.instagram.com/christian_pignataro_/

-TWITTER: https://twitter.com/Christian177HD

►ISCRIVITI: https://www.youtube.com/user/Christian177HD

►MAGLIA CHRISTIAN177: https://www.teezily.com/ovbpbc0

► COME MODDARE MINECRAFT PS3 PS4: https://www.youtube.com/watch?v=tX5wO5bUE0g

▼Programmazione Video▼

OGNI GIORNO NUOVO VIDEO 

▼REGISTRO CON▼
● Logitech Brio4k: https://www.logitech.com/it-it/product/brio
● Elgato HD60 pro: https://www.amazon.it/streaming-registra-condividi-tecnologia-decodifica/dp/B015E3OT54/ref=sr_1_1?ie=UTF8&qid=1531876291&sr=8-1&keywords=elgato+hd+60+pro",Gaming,4
MODS MINIGAME e LUCKYBLOCK su MINECRAFT PS4🔥 Entrate e Giochiamo INSIEME! Minecraft PS4 XBOX PE PC,UCE2AMNC7H3shyUzPVwWZVLw,2019-12-17 22:50:56.000,"- INSTAGRAM (vi saluto e rispondo)👉 https://www.instagram.com/christian_pignataro_/
●▬▬▬▬▬▬▬▬▬▬▬ ●LEGGIIIIII●▬▬▬▬▬▬▬▬▬▬▬●  
🔥 ABBONATI AL CANALE: https://www.youtube.com/channel/UCE2AMNC7H3shyUzPVwWZVLw/join

🌟 DONAZIONI PER SUPPORTARE - https://streamlabs.com/christian177hd

👕 MAGLIETTE DEL CANALE - https://www.teezily.com/stores/christian177

►CANALE TELEGRAM!: https://telegram.me/Christian177YT

DONAZIONI LIBERE: https://www.paypal.me/Christian177YT

►SE VUOI DONARE O COMPARIRE NEL VIDEO: https://youtube.streamlabs.com/christian177hd

►MAGLIETTE ZINGHERE: https://www.teezily.com/ovbpbc0

ID PSN:    Primo: Christian177            Secondo: Christian177_YT

VIDEO PRECEDENTE: https://www.youtube.com/watch?v=sUup-KiTPXo

►ISCRIVITI PER AIUTARMI A RAGGIUNGERE IL PROSSIMO TRAGUARDO ;)

▼Programmazione Video▼

OGNI GIORNO 14,30 




★SEGUIMI SU: -
●Facebook: https://www.facebook.com/Christian177YT/
●Google+: https://plus.google.com/u/0/+Christia...
●Instagram: https://www.instagram.com/christian_pignataro_/

▼Account▼
●PsN: Christian177
●Steam: Christian177_YT",Gaming,5
API e PIRAMIDI! ECCO DOVE TROVARLE!🐝 Minecraft PS4 Bedrock SEED VANILLA COME TROVARE LE API!,UCE2AMNC7H3shyUzPVwWZVLw,2019-12-17 13:45:00.000,"OGGI VI MOSTRO UN SEED DOVE INIZIARE UNA BELLA VANILLA! ecco come trovare le api su minecraft ps4 bedrock edition , api su minecraft ps4 come si trovano
●▬▬▬▬▬▬▬▬▬▬▬ ●LEGGIIIIII● ▬▬▬▬▬▬▬▬▬▬▬­­●

INSTAGRAM👉 https://www.instagram.com/christian_pignataro_/ 

ABBONATI👉 https://www.youtube.com/channel/UCE2AMNC7H3shyUzPVwWZVLw/join

👕 MAGLIE!!► https://www.teezily.com/stores/christian177

✉️RichiesteCommerciali► EMAIL NELLE INFO

-CANALE TELEGRAM!: https://telegram.me/Christian177YT

-INSTAGRAM: https://www.instagram.com/christian_pignataro_/

-TWITTER: https://twitter.com/Christian177HD

►ISCRIVITI: https://www.youtube.com/user/Christian177HD

►MAGLIA CHRISTIAN177: https://www.teezily.com/ovbpbc0

► COME MODDARE MINECRAFT PS3 PS4: https://www.youtube.com/watch?v=tX5wO5bUE0g

▼Programmazione Video▼

OGNI GIORNO NUOVO VIDEO 

▼REGISTRO CON▼
● Logitech Brio4k: https://www.logitech.com/it-it/product/brio
● Elgato HD60 pro: https://www.amazon.it/streaming-registra-condividi-tecnologia-decodifica/dp/B015E3OT54/ref=sr_1_1?ie=UTF8&qid=1531876291&sr=8-1&keywords=elgato+hd+60+pro",Gaming,6
MODS e ADDON su MINECRAFT PS4 BEDROCK!😍 ADD-ON Lamborghini e Macchina Funzionante Minecraft PS4,UCE2AMNC7H3shyUzPVwWZVLw,2019-12-16 19:45:02.000,"Ecco finalmente le MODS MINECRAFT PS4 BEDROCK EDITION ITA , ADDON MACCHINA FUNZIONANTE MINECRAFT! come moddare minecraft ps4 , come mettere le addon su minecraft ps4 bedrock!
●▬▬▬▬▬▬▬▬▬▬▬ ●LEGGIIIIII● ▬▬▬▬▬▬▬▬▬▬▬­­●

INSTAGRAM👉 https://www.instagram.com/christian_pignataro_/ 

ABBONATI👉 https://www.youtube.com/channel/UCE2AMNC7H3shyUzPVwWZVLw/join

👕 MAGLIE!!► https://www.teezily.com/stores/christian177

✉️RichiesteCommerciali► EMAIL NELLE INFO

-CANALE TELEGRAM!: https://telegram.me/Christian177YT

-INSTAGRAM: https://www.instagram.com/christian_pignataro_/

-TWITTER: https://twitter.com/Christian177HD

►ISCRIVITI: https://www.youtube.com/user/Christian177HD

►MAGLIA CHRISTIAN177: https://www.teezily.com/ovbpbc0

► COME MODDARE MINECRAFT PS3 PS4: https://www.youtube.com/watch?v=tX5wO5bUE0g

▼Programmazione Video▼

OGNI GIORNO NUOVO VIDEO 

▼REGISTRO CON▼
● Logitech Brio4k: https://www.logitech.com/it-it/product/brio
● Elgato HD60 pro: https://www.amazon.it/streaming-registra-condividi-tecnologia-decodifica/dp/B015E3OT54/ref=sr_1_1?ie=UTF8&qid=1531876291&sr=8-1&keywords=elgato+hd+60+pro",Gaming,7
MAPPE GRATUITE dal MARKET PLACE!😱 ECCO COME FARE! Minecraft PS4 Bedrock MAPPE GRATIS nel NEGOZIO!,UCE2AMNC7H3shyUzPVwWZVLw,2019-12-16 13:30:00.000,"Ecco come ottenere le mappe gratis dal NEGOZIO DI MINECRAFT PS4 BEDROCK EDITION ITA, tutte le mappe gratis nel negozio di minecraft, minecraft ps4 ita
●▬▬▬▬▬▬▬▬▬▬▬ ●LEGGIIIIII● ▬▬▬▬▬▬▬▬▬▬▬­­●

INSTAGRAM👉 https://www.instagram.com/christian_pignataro_/ 

ABBONATI👉 https://www.youtube.com/channel/UCE2AMNC7H3shyUzPVwWZVLw/join

👕 MAGLIE!!► https://www.teezily.com/stores/christian177

✉️RichiesteCommerciali► EMAIL NELLE INFO

-CANALE TELEGRAM!: https://telegram.me/Christian177YT

-INSTAGRAM: https://www.instagram.com/christian_pignataro_/

-TWITTER: https://twitter.com/Christian177HD

►ISCRIVITI: https://www.youtube.com/user/Christian177HD

►MAGLIA CHRISTIAN177: https://www.teezily.com/ovbpbc0

► COME MODDARE MINECRAFT PS3 PS4: https://www.youtube.com/watch?v=tX5wO5bUE0g

▼Programmazione Video▼

OGNI GIORNO NUOVO VIDEO 

▼REGISTRO CON▼
● Logitech Brio4k: https://www.logitech.com/it-it/product/brio
● Elgato HD60 pro: https://www.amazon.it/streaming-registra-condividi-tecnologia-decodifica/dp/B015E3OT54/ref=sr_1_1?ie=UTF8&qid=1531876291&sr=8-1&keywords=elgato+hd+60+pro",Gaming,8
CREARE STRUTTURE con LO STRUCTURE BLOCK su MINECRAFT PS4 BEDROCK!🌍 Nuovo Blocco MODS WORLD EDIT PS4,UCE2AMNC7H3shyUzPVwWZVLw,2019-12-15 13:30:03.000,"Nuovo BLOCCO che GENERA STRUTTURE MINECRAFT PS4 BEDROCK EDITION ,  prime mods su minecraft ps4 , blocco sperimentale beta modato , minecraft ps4 ita
●▬▬▬▬▬▬▬▬▬▬▬ ●LEGGIIIIII● ▬▬▬▬▬▬▬▬▬▬▬­­●

INSTAGRAM👉 https://www.instagram.com/christian_pignataro_/ 

ABBONATI👉 https://www.youtube.com/channel/UCE2AMNC7H3shyUzPVwWZVLw/join

👕 MAGLIE!!► https://www.teezily.com/stores/christian177

✉️RichiesteCommerciali► EMAIL NELLE INFO

-CANALE TELEGRAM!: https://telegram.me/Christian177YT

-INSTAGRAM: https://www.instagram.com/christian_pignataro_/

-TWITTER: https://twitter.com/Christian177HD

►ISCRIVITI: https://www.youtube.com/user/Christian177HD

►MAGLIA CHRISTIAN177: https://www.teezily.com/ovbpbc0

► COME MODDARE MINECRAFT PS3 PS4: https://www.youtube.com/watch?v=tX5wO5bUE0g

▼Programmazione Video▼

OGNI GIORNO NUOVO VIDEO 

▼REGISTRO CON▼
● Logitech Brio4k: https://www.logitech.com/it-it/product/brio
● Elgato HD60 pro: https://www.amazon.it/streaming-registra-condividi-tecnologia-decodifica/dp/B015E3OT54/ref=sr_1_1?ie=UTF8&qid=1531876291&sr=8-1&keywords=elgato+hd+60+pro",Gaming,9
INDOVINA il CALCIATORE con le EMOJI [QUIZ],UCEptXIJlUdiUBosK_W5f1VQ,2024-02-27 13:00:48.000,"QUIZZONEEEEEE
----------------------------------------------------------------------------------
Seguimi qui o ti mordo
IG: https://www.instagram.com/sodin/
Canale Principale: https://youtube.com/@sodinCH

----------------------------------------------------------------------------------

ISCRIVITI O TI RUBO IL CANE 
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ 
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣ 
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",Gaming,1
Le SKILLS più ASSURDE dal LV 1 al LV 100,UCEptXIJlUdiUBosK_W5f1VQ,2024-02-22 13:00:46.000,"Skills dal LV 1 al LV 100, vediamole tutte :D
----------------------------------------------------------------------------------
Seguimi qui o ti mordo
IG: https://www.instagram.com/sodin/
Canale Principale: https://youtube.com/@sodinCH

----------------------------------------------------------------------------------

ISCRIVITI O TI RUBO IL CANE 
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ 
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣ 
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",Gaming,2
Indovina Questi CALCIATORI da PICCOLI [QUIZ],UCEptXIJlUdiUBosK_W5f1VQ,2024-02-16 13:00:46.000,"CREDITI FC 24: https://www.futloot.com/
----------------------------------------------------------------------------------
Seguimi qui o ti mordo
IG: https://www.instagram.com/sodin/
Canale Principale: https://youtube.com/@sodinCH

----------------------------------------------------------------------------------

ISCRIVITI O TI RUBO IL CANE 
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ 
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣ 
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",Gaming,3
HO SPESO 7'000'000 DI CREDITI PER I TOTY E HO TROVATO ... (FC 24),UCEptXIJlUdiUBosK_W5f1VQ,2024-02-01 13:00:09.000,"Ecco cosa ho trovato spendendo 7 Milioni di crediti su FC 24

CREDITI FC 24: https://www.futloot.com/
----------------------------------------------------------------------------------
Seguimi qui o ti mordo
IG: https://www.instagram.com/sodin/
Canale Principale: https://youtube.com/@sodinCH

----------------------------------------------------------------------------------

ISCRIVITI O TI RUBO IL CANE 
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ 
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣ 
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",Gaming,4
TUTTI I TOTY DA FIFA 09 A FIFA 23,UCEptXIJlUdiUBosK_W5f1VQ,2024-01-19 13:00:03.000,"CREDITI FC 24: https://www.futloot.com/
----------------------------------------------------------------------------------
Seguimi qui o ti mordo
IG: https://www.instagram.com/sodin/
Canale Principale: https://youtube.com/@sodinCH

----------------------------------------------------------------------------------

ISCRIVITI O TI RUBO IL CANE 
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ 
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣ 
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",Gaming,5
LA SQUADRA DEI GIOCATORI PIÙ ALTI !!! - FIFA CHALLENGE (FC 24),UCEptXIJlUdiUBosK_W5f1VQ,2024-01-16 12:00:29.000,"Non ci credo nemmeno io, ma le FIFA CHALLENGE sono tornate !!

CREDITI FC 24: https://www.futloot.com/
----------------------------------------------------------------------------------
Seguimi qui o ti mordo
IG: https://www.instagram.com/sodin/
Canale Principale: https://youtube.com/@sodinCH

----------------------------------------------------------------------------------

ISCRIVITI O TI RUBO IL CANE 
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ 
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣ 
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",Gaming,6
SODIN VOTA I TOTY DI FC 24 !!,UCEptXIJlUdiUBosK_W5f1VQ,2024-01-12 13:07:52.000,"CREDITI FC 24: https://www.futloot.com/
----------------------------------------------------------------------------------
Seguimi qui o ti mordo
IG: https://www.instagram.com/sodin/
Canale Principale: https://youtube.com/@sodinCH

----------------------------------------------------------------------------------

ISCRIVITI O TI RUBO IL CANE 
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ 
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣ 
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",Gaming,7
Momenti Memorabili Nel Calcio,UCEptXIJlUdiUBosK_W5f1VQ,2024-01-10 12:00:05.000,"CREDITI FC24: https://www.futloot.com/
----------------------------------------------------------------------------------
Seguimi qui o ti mordo
IG: https://www.instagram.com/sodin/
Canale Principale: https://youtube.com/@sodinCH

----------------------------------------------------------------------------------

ISCRIVITI O TI RUBO IL CANE 
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ 
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣ 
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",Gaming,8
NON CI CREDO !!! [Pack Opening FC 24],UCEptXIJlUdiUBosK_W5f1VQ,2023-12-24 11:30:08.000,"Dopo tutto questo tempo...

CREDITI FC 24: https://www.futloot.com/
----------------------------------------------------------------------------------
Seguimi qui o ti mordo
IG: https://www.instagram.com/sodin/
Canale Principale: https://youtube.com/@sodinCH

----------------------------------------------------------------------------------

ISCRIVITI O TI RUBO IL CANE 
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ 
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣ 
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",Gaming,9
VARO DOUBLE KILL,UCh7nyWEkvGJHr0hcnnqp-xw,2021-02-25 18:55:26.000,jungs es fehlen noch grob 1000h watchtime bitte helft einem bedürftigen jungen mann aus und packt das video hier auf loop damit a$ap gaming content auf meinem main channel gedroppt werden kann 🖤 danke an jeden ilyyyyy,Gaming,1
VARO,UCh7nyWEkvGJHr0hcnnqp-xw,2021-02-19 13:18:57.000,"wassup freunde 🖤 wundert euch bitte nicht, das video hier dient nur dazu watchtime zu farmen um diesen kanal für das youtube partnerprogramm ready zu machen, damit meine musikvideos transferiert werden & ich auf dem main channel mit gaming stuff starten kann :)
wenn ihr mir helfen wollt dann abonniert diesen kanal & packt das video einfach auf loop, wär ne echt große hilfe!",Gaming,2
PARKOUR 100% IMPOSSIBLE,UChi_U5HDWUfudfl8KKfuWvg,2024-01-07 19:57:02.000,,Gaming,1
SPIDERMAN 2 WORLD RECORD,UChi_U5HDWUfudfl8KKfuWvg,2023-10-20 11:00:12.000,,Gaming,2
FC24 - LASALLE vs AIDENSHOW (ULTIMATE TEAM),UChi_U5HDWUfudfl8KKfuWvg,2023-10-16 11:29:42.000,,Gaming,3
LASALLE vs CRÉATURES GÉANTES vs 30 JOUEURS,UChi_U5HDWUfudfl8KKfuWvg,2023-07-28 08:00:06.000,"CHAINE FORTNITE : https://www.youtube.com/@lasallefortnite9776
TIKTOK : https://www.tiktok.com/@lasalle.filou
FACEBOOK : https://www.facebook.com/LaSalleGTA",Gaming,4
TOTAL WIPEOUT 100% IMPOSSIBLE,UChi_U5HDWUfudfl8KKfuWvg,2023-07-20 06:12:08.000,"CHAINE FORTNITE : https://www.youtube.com/@lasallefortnite9776
TIKTOK : https://www.tiktok.com/@lasalle.filou
FACEBOOK : https://www.facebook.com/LaSalleGTA",Gaming,5
CACHE CACHE MINECRAFT,UChi_U5HDWUfudfl8KKfuWvg,2023-07-01 10:56:47.000,"CHAINE FORTNITE : https://www.youtube.com/@lasallefortnite9776
TIKTOK : https://www.tiktok.com/@lasalle.filou
FACEBOOK : https://www.facebook.com/LaSalleGTA",Gaming,6
SQUID GAME GÉANT,UChi_U5HDWUfudfl8KKfuWvg,2023-06-11 10:00:33.000,"TIKTOK : https://www.tiktok.com/@lasalle.filou
FACEBOOK : https://www.facebook.com/LaSalleGTA
CHAINE MULTIGAMING : https://www.youtube.com/@lasallemultigaming598
CHAINE FORTNITE : https://www.youtube.com/@lasallefortnite9776",Gaming,7
VÉHICULE LE PLUS STABLE,UChi_U5HDWUfudfl8KKfuWvg,2022-03-13 08:25:46.000,,Gaming,8
iPhone Usato - NON FARTI FREGARE!,UCiof9YSQHD2cawGJXZ8DyBA,2023-07-14 16:00:37.000,"Come facciamo ad essere sicuri che comprare un iPhone usato sia sicuro? In questo video vi darò dei consigli su cosa controllare prima dell'acquisto!

SEGUIMI ANCHE SU:
TikTok: https://www.tiktok.com/@gianpaologolden
Instagram: https://instagram.com/gianpaologolden/

00:00 Comprare un iPhone Usato
01:41 Cosa controllare
04:41 Testare la fotocamera
05:58 Test Microfono
07:18 Stato batteria
09:48 App test per iPhone

ATTREZZATURA VIDEO:
FOTOCAMERA VIDEO: https://amzn.to/3kwYaEq
MICROFONO: https://amzn.to/2G09vOg
LUCE VIDEO: https://amzn.to/3iTmDn4
RING LIGHT: https://amzn.to/3j4QqZS

Lascia Un Like se Vuoi Vedere Altri Video Come Questo! 
E per chi commenta ecco un GoldenCuore! 💛
Grazie, il Vostro GOLDEN.",Tech,4
LA MIGLIORE TV 4K QLED QUALITÀ PREZZO! - TCL C64,UCiof9YSQHD2cawGJXZ8DyBA,2023-07-10 16:00:03.000,"In questo video proveremo la nuova TV #TCL #C64 , sembra avere tutti i presupposti per essere una delle migliori TV rapporto qualità prezzo, è dotata di #QLED #DolbyVisionAtmos e perfino una modalità per giocare #120HzGameAccelerator
Sarà in grado di superare il nostro TEST?
https://www.tcl.com/global/en/tvs/c645 
https://www.tcl.com/it/it/tvs/c645
#SeetheColorfulLife

La TV TCL serie C64 sarà anche in sconto per gli Amazon Prime Day (11-12 Luglio) il prezzo partirà da 339,9€!
Se sei interessato la trovi qui 💪🏻

https://www.amazon.it/stores/page/E5F32000-7E71-4AE3-A840-9B7DFB17557A?maas=maas_adg_C1AB87EEC529A7FC204C14A7A01111AD_afap_abs&ref_=aa_maas&tag=maas

00:00 TCL c645
00:40 Unboxing
02:01 Promozione Prime Day
02:57 Test
04:45 Motion Clarity
05:17 Google TV
06:03 Gaming a 120HZ
08:27 Comparto Audio
09:48 Rapporto qualità prezzo

SEGUIMI ANCHE SU:
Tiktok: https://www.tiktok.com/@gianpaologolden
Instagram: https://instagram.com/gianpaolo.golden

Lascia Un Like se Vuoi Vedere Altri Video Come Questo! 
E per chi commenta ecco un GoldenCuore! 💛
Grazie, il Vostro GOLDEN.",Tech,5
QUESTO SMARTPHONE NON PUÒ COSTARE COSÌ POCO! - realme C53,UCiof9YSQHD2cawGJXZ8DyBA,2023-07-04 16:30:04.000,"Quanto poco può costare un telefono? €300? €200? MENO! Realme questa volta si è superata, proponendo il realme C53 a 179€, vediamo se ne vale la pena!

realme C53:
https://www.mediaworld.it/it/search.html?query=REALME%20C53&t=1686668573380&utm_source=youtube%20paid&utm_medium=soc-yt%20trueview%20ad&utm_campaign=rt_video_trade_sp_na_trade-realmec53-20230629

SEGUIMI ANCHE SU:
TikTok: https://www.tiktok.com/@goldengianpy
Instagram: https://instagram.com/goldengianpy/

00:00 Uno smartphone sotto i €200
00:47 Unboxing
01:50 Il design accattivante
02:38 Svelato il prezzo
03:04 Caratteristiche generali
05:17 Fotocamera da 50 mpx
05:44 Uno sguardo alle foto
06:25 Test su Subway Surfer
07:24 Vale il suo prezzo? No...
08:00 Conclusioni

ATTREZZATURA VIDEO:
FOTOCAMERA VIDEO: https://amzn.to/3kwYaEq
MICROFONO: https://amzn.to/2G09vOg
LUCE VIDEO: https://amzn.to/3iTmDn4
RING LIGHT: https://amzn.to/3j4QqZS

Lascia Un Like se Vuoi Vedere Altri Video Come Questo! 
E per chi commenta ecco un GoldenCuore! 💛
Grazie, il Vostro GOLDEN.",Tech,6
CONDIZIONATORE PORTATILE: Funzionano davvero? COMFEE AMBRA 10 C,UCiof9YSQHD2cawGJXZ8DyBA,2023-07-03 16:30:00.000,"Un'altra Estate è arrivata e tutti noi ci troviamo a fare i conti con il caldo estremo che riempie le nostre giornate, o forse no... COMFEE ci ha mandato un amichetto, il suo nuovo condizionatore portatile, ci salverà!? 

Comfee Ambra 10C:
https://www.amazon.it/dp/B0B39J4689?maas=maas_adg_E6EC99C8D59CEAFB8413614EF22E8A2D_afap_abs&ref_=aa_maas&tag=maas

00:00 Un problema enorme
01:40 Comfee arriva in soccorso!
02:45 Installazione condizionatore portatile
03:08 Unboxing Comfee Ambra 10 C
04:04 Posizioniamolo in casa
06:50 Accendiamolo!
07:11 Tutte le modalità
08:35 La situazione dopo 2 ore
09:36 Un leggero difetto...

SEGUIMI ANCHE SU:
TikTok: https://www.tiktok.com/@goldengianpy
Instagram: https://instagram.com/goldengianpy/

ATTREZZATURA VIDEO:
FOTOCAMERA VIDEO: https://amzn.to/3kwYaEq
MICROFONO: https://amzn.to/2G09vOg
LUCE VIDEO: https://amzn.to/3iTmDn4
RING LIGHT: https://amzn.to/3j4QqZS

Lascia Un Like se Vuoi Vedere Altri Video Come Questo! 
E per chi commenta ecco un GoldenCuore! 💛
Grazie, il Vostro GOLDEN.",Tech,7
IL TELEFONO WALKIE TALKIE! - Ulefone Armor 20WT,UCiof9YSQHD2cawGJXZ8DyBA,2023-06-28 17:00:16.000,"Ulefone ha pensato ad un modo per rendere il nuovo Armor 20 WT veramente speciale, scopritelo insieme a me ed il mio ospite misterioso!

Ulefone Armor 20WT: https://www.ulefone.com/armor-20wt.html
Link Amazon (CODICE SCONTO 10%, scadenza 30 Luglio, O9NTO5QG): https://www.amazon.it/dp/B0C27YYNJC?ref=myi_title_dp

00:00 Ulefone Armor 20 WT
00:49 Unboxing
02:39 Il Walkie Talkie
04:13 Test con ospite segreto
06:47 Test fotocamera

SEGUIMI ANCHE SU:
TikTok: https://www.tiktok.com/@gianpaologolden
Instagram: https://www.instagram.com/gianpaolo.golden/

Lascia Un Like se Vuoi Vedere Altri Video Come Questo! 
E per chi commenta ecco un GoldenCuore! 💛
Grazie, il Vostro GOLDEN.",Tech,8
